country_name;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;iso2
Finland;5224102195.5;5921659485.0;6340580854.4;6885920328.7;7766655085.8;8589340019.0;9208524504.9;9368954010.3;8823033880.3;10070766720.5;11357516987.5;12527405512.9;14743186119.9;19472363466.6;24848821490.5;29472623242.3;31849513771.3;33499799321.2;36256160288.8;44465255686.2;53645202422.7;52448332874.1;52797582336.3;50973526900.1;52888800949.7;55875863392.2;73531550551.3;91594751792.2;109058990760.5;119012054870.4;141438345513.9;127773856785.8;112532519246.1;89214114708.0;103299943084.8;134189814814.8;132129174216.9;126912152101.7;134038718291.1;135264083658.7;126019543413.3;129533107311.8;140404460203.1;171652458349.4;197479443979.2;204885494686.4;217089269791.8;256378067752.2;285716311136.7;253497520828.5;249424310816.7;275604356167.3;258290060227.7;271362405890.6;274862826772.2;234534382384.8;240771351298.8;255647979916.5;275708001767.8;268514916972.5;271886077382.1;296776746825.6;282896251391.1;FI
France;62225478000.9;67461644222.0;75607529809.9;84759195105.9;94007851047.4;101537248148.4;110045852177.9;118972977486.2;129785441507.5;141903068680.3;148456359985.8;165966615366.4;203494148244.5;264429876252.2;285553737043.1;360832186018.1;372319038514.1;410279486493.7;506709302325.6;613953129818.1;701288419745.4;615552202776.1;584877732308.6;559869179791.7;530683779929.4;553138414367.1;771470783218.1;934173305685.9;1018847043277.2;1025211803413.5;1269179616913.6;1269276828275.8;1401465923172.2;1322815612694.0;1393982750472.6;1601094756209.8;1605675086549.6;1452884917959.1;1503108739159.4;1493151737698.5;1365639660792.2;1377657339291.3;1501409382971.4;1844544792036.9;2119633181634.4;2196945232435.8;2320536221304.7;2660591246211.8;2930303780828.1;2700887366932.0;2645187882116.7;2865157541994.2;2683671716967.2;2811876903329.0;2855964488590.2;2439188643162.5;2472964344587.2;2595151045197.7;2790956878746.7;2728870246705.9;2647418691598.5;2959355819170.5;2779092236505.9;FR
French Polynesia;;;;;;176534588.4;215659453.6;220984367.6;259590074.5;242943783.1;254036000.8;296865513.7;326433558.1;431252938.1;555340842.9;690323388.5;732288906.3;793196378.7;1005569835.4;1215032463.7;1320416025.0;1234743073.0;1235897957.9;1284180701.0;1325515445.1;1448281228.2;2212028299.6;2677977163.2;2723496362.0;2731683484.5;3320159522.4;3410078967.9;3713785765.4;3544608548.4;3676123788.0;4186994249.1;4166072829.6;3762859093.3;3903186592.8;3911602004.1;3599845480.3;3573808556.3;3965405552.5;4927780606.8;5564109981.9;5705052134.5;5877997979.6;6631156405.6;7136741422.0;6584557973.9;6086644798.6;6203940036.9;5692858099.0;6031827122.6;6151996560.8;5325846361.8;5497036476.8;5833352692.8;6135116253.3;6022276196.1;5792545870.8;6150640646.4;5814661208.9;PF
Gabon;141468977.8;167637907.1;182796536.3;154480244.1;215679855.3;226474285.8;245849781.3;271543680.0;294468564.2;318124701.5;323802475.5;381687072.6;430508358.5;722780701.3;1544216001.7;2157592940.0;3009409974.3;2809349069.2;2389479271.7;3030251120.1;4279637942.3;3862269120.5;3618007841.1;3391275731.5;3561451560.5;3339914757.2;3403638189.2;3281797043.0;3834503376.0;4186411463.9;5952293764.8;5402919784.6;5592390827.4;4378645081.0;4190819344.2;4958845648.0;5694040002.9;5326817114.5;4483417309.8;4662992036.2;5080483628.5;5023265413.3;5335451099.9;6511903365.5;7770219008.2;9582783990.9;10327598306.5;12455409587.3;15571348344.3;12113699068.3;14372593020.3;18210307743.6;17170464016.1;17595744798.3;18203966895.8;14383107762.7;14023890265.4;14929487485.2;16867326402.0;16874405465.4;15314577154.8;20217946922.5;21071739224.9;GA
Gambia, The;;;;;;;44212081.4;46695007.0;41160065.9;45168072.3;52296083.7;55728663.2;59160569.5;75187749.1;95796021.7;115179719.1;112190829.5;138093099.1;171833086.0;207112627.7;241083090.3;218767743.5;216050552.3;213448584.9;177340880.1;225726358.9;185646986.8;220626484.2;266672211.9;284120329.4;317083695.5;690311080.5;714254256.1;755040974.1;746493951.9;785999864.8;848239446.2;803633342.5;840285264.6;814724032.1;782913871.8;687410645.1;578235309.3;487038685.0;961900651.4;1027701067.6;1054112487.7;1279703047.0;1561766955.7;1450142508.6;1543294926.9;1409693596.9;1415004738.3;1375609453.4;1229461721.4;1378176608.9;1484578886.0;1504909462.7;1670671327.8;1813609692.5;1812170891.2;2038414968.6;2187194563.5;
Georgia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7500000000.0;6400000000.0;3730000000.0;2701301482.7;2514070771.8;2693768412.9;3095047603.8;3510520231.2;3613497316.6;2800025882.7;3057475335.2;3219462262.0;3395766677.7;3991377904.1;5125365192.0;6410912049.9;7745250734.0;10172931088.6;12795145130.9;10766920065.8;12243217070.6;15107486236.2;16488822461.4;17190068235.8;17627332900.3;14953673796.2;15141598622.6;16242645072.3;17596922469.9;17470436258.5;15842922532.7;18629365612.1;24780791063.7;GE
Germany;;;;;;;;;;;215838448137.7;249985055484.3;299801542047.5;398374021953.9;445303484241.6;490636517211.2;519754453161.4;600498238019.0;740469983446.9;881345176608.7;950290856466.5;800472055387.3;776576439107.0;770684323247.8;725111123634.1;732534887058.2;1046259374943.7;1298176105549.5;1401233225303.5;1398967436804.3;1771671206875.7;1868945197407.2;2131571696931.8;2071323790370.3;2205074123177.1;2585792275146.7;2497244606186.6;2211989623280.0;2238990774702.7;2194945278872.6;1947981991011.8;1945790973803.2;2078484517474.5;2501640388482.4;2814353869359.1;2846864211175.1;2994703642023.5;3425578382921.6;3745264093617.2;3411261212652.3;3399667820000.0;3749314991050.6;3527143188785.2;3733804649549.0;3889093051023.5;3357585719351.6;3469853463945.5;3690849152517.7;3974443355019.6;3889177589254.9;3887727161914.4;4278503934689.9;4082469490797.7;DE
Ghana;1223943662.0;1309859154.9;1390140845.1;1549295774.6;1740845070.4;2064788732.4;2138028169.0;1748837209.3;1666666666.7;1961764705.9;2214705882.4;2427184466.0;2116541353.4;3018103448.3;2894409937.9;2810106383.0;2765254237.3;3189428571.4;3662478185.0;4020227920.2;4445228215.8;4222441860.5;4035994397.8;4057275132.3;4412279843.4;4504306722.7;5735677433.8;5074829932.0;5197765031.6;5251858439.9;5889106573.5;6603185267.8;6416103925.8;5968922939.4;5446383726.8;6464382807.7;6932991739.4;6891443192.2;7482069162.4;7718109982.3;4982850662.2;5314872854.4;6166197847.9;7632723555.7;8881417906.7;10744568381.4;20885037596.7;24827339138.5;28679383241.1;26048720005.5;32197655566.5;39336668080.6;41271701061.0;62824629066.0;54783320576.9;49406009812.0;56164928691.0;60405920071.6;67298913752.0;68337974418.3;70043095503.7;79524421861.3;73766052451.5;GH
Gibraltar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GI
Greece;4335186016.8;4961400439.3;5213047711.4;5895278024.1;6669673257.1;7689154053.4;8591517943.6;9275600800.4;10090675902.5;11615657031.2;13139863636.4;14591750000.0;16885511363.6;22347848101.3;25351306818.2;28525876726.9;31152835820.9;36176234967.6;44270204081.6;54481876724.9;56829664268.6;52346506765.1;54617989795.9;49428873839.0;48020024183.8;47820851221.3;56379593476.1;65652750377.5;76261277924.6;79169043222.8;97891092003.4;105143232379.9;116224672863.8;108809059155.8;116601801966.3;136878365936.2;145861612400.9;143157600149.8;144428172489.3;142588875293.7;130457756628.4;136309295225.3;154564203587.0;202370140236.3;240963562236.1;247875422204.4;273546728473.1;318902829550.7;355908689477.4;331308500253.3;297124961971.5;282995942006.6;242029307133.4;238907690051.1;235458133124.6;195683527003.4;193148146586.9;199844406013.5;212049447242.1;205252760889.4;188480337285.6;214667807441.2;217581324512.1;GR
Greenland;;;;;;;;;;;69520026.7;88466738.2;106101297.8;140153748.2;169918948.6;211190630.3;240779417.8;282269749.2;355987433.4;420645821.5;476051740.8;435748993.4;402403041.0;416184071.0;379371901.5;412876382.8;603016292.7;787390409.0;898607670.6;929799902.2;1018977280.3;1016500069.3;1037916162.5;927214151.8;1005887539.3;1208953287.1;1197515569.1;1072154433.8;1149858069.8;1131555107.0;1068025016.0;1086170704.0;1169136716.0;1558759823.1;1822499769.2;1849802648.4;2013106929.5;2249811295.7;2499092314.4;2529963903.2;2503167187.5;2684461375.5;2609678486.4;2684946990.1;2842065708.4;2499113022.8;2707139544.5;2851613679.0;3055782146.2;2997309971.9;3082884653.2;3235809504.3;;GL
Grenada;;;;;;;;;;;;;;;;;;71494495.2;88322386.3;102244362.2;110900457.0;115651918.9;125435590.0;131803552.2;145533310.7;167728455.2;187589522.6;215009569.6;236357523.7;267327642.2;278098763.0;300757888.9;310160444.4;309812185.2;325111814.8;342172518.5;366911444.4;392190592.6;445903592.6;482009370.4;520044370.4;520444185.2;540336925.9;591018407.4;599118592.6;695555555.6;698700666.7;758683592.6;825976037.0;771275555.6;771014814.8;778655555.6;799881481.5;842618518.5;911496296.3;997007407.4;1061640740.7;1125685185.2;1166514814.8;1213485185.2;1043411111.1;1122800000.0;1215379155.7;GD
Guam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3394000000.0;3569000000.0;3869000000.0;4213000000.0;4238000000.0;4397000000.0;4658000000.0;4828000000.0;4949000000.0;4984000000.0;5265000000.0;5399000000.0;5610000000.0;5799000000.0;5901000000.0;6013000000.0;6056000000.0;6366000000.0;5886000000.0;6123000000.0;;GU
Guatemala;1043599900.0;1076699900.0;1143600000.0;1262800000.0;1299099900.0;1331399900.0;1390700000.0;1453500000.0;1610500000.0;1715399900.0;1904000000.0;1984800000.0;2101300000.0;2569200100.0;3161499900.0;3645900000.0;4365300200.0;5480500200.0;6070600200.0;6902600200.0;7878700000.0;8607500300.0;8716999700.0;9050000400.0;9470000100.0;9721652087.0;7231963516.0;7084399840.0;7841602824.4;8410724360.8;7650196845.2;9406135143.4;10440781587.5;11400017301.5;12983233310.7;14655404433.3;15674835615.3;17790026221.6;19395491993.0;18318412251.4;19288929030.1;18405220247.4;20444205991.0;21576351798.9;23577298094.7;26783389293.9;29744246827.2;33567850824.1;38503720224.3;37126148264.6;40676578423.5;46876006272.2;49593929487.1;52996446269.4;57852153058.5;62186064718.7;66053403469.0;71653754066.3;73328365862.4;77172317258.6;77715183063.2;86053083476.0;95003330315.9;GT
Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;1995186720.7;2041538039.6;2384295816.5;2432029298.2;2666750819.2;3015058206.9;3284620423.1;3279096493.0;3383092768.7;3693710532.9;3868968367.4;3783700461.6;3588375621.8;3461282460.8;2995361111.5;2829435908.6;2950198723.6;3446441784.8;3635458213.7;2937071740.7;4220019242.7;6281917649.9;6964179187.9;6716904517.0;6853467832.5;6785137215.6;7638045226.0;8376613880.8;8778473643.3;8794202394.3;8595955600.4;10324668271.1;11857030367.2;13442861496.4;14177835841.4;16091817842.1;20999229260.5;GN
Guinea-Bissau;;;;;;;;;;;78733594.8;78540057.1;87702828.6;89374237.3;98775328.9;108985740.2;112386489.0;114971207.2;122666858.8;118537875.1;110653830.7;154731969.7;165523634.5;163577538.3;138478900.6;143856253.1;130225018.8;173836362.0;164458120.3;213143016.4;243961995.5;257150374.1;226313443.7;236880821.7;235620043.5;253966922.3;270419779.4;268551010.9;206457553.4;224446663.8;371095522.0;392621389.5;417806651.1;477458577.2;532062894.8;587029096.0;592365659.8;696910784.0;868154627.9;830126428.8;849878489.1;1099818592.0;989271155.1;1046087367.5;1054915581.4;1048229633.0;1179004911.3;1350177012.2;1504630233.7;1439638411.0;1431758231.7;1638517606.9;1633559092.1;GW
Guyana;170216241.1;185849535.4;194949512.6;175757893.9;194774513.1;213235294.1;228705882.4;250176470.6;229750000.0;249300000.0;267800000.0;282050000.0;285380952.4;307047619.0;433954545.5;494791666.7;454440000.0;449880000.0;507080000.0;530440000.0;603200000.0;570357107.1;482000000.0;489333333.3;437631605.3;453488372.1;504651139.5;354591846.9;413799990.0;379779389.7;396582263.3;348533094.8;373573141.5;454101382.5;540874934.2;621626785.9;705406001.4;749138009.6;717530683.2;694754988.3;712667896.7;712167450.2;726131434.7;743063950.3;787814379.2;824880550.3;2379817990.7;2730971595.4;3025187433.3;3165663152.7;3432912516.9;3691384317.5;4063088535.8;4167800935.6;4127660158.5;4279840193.7;4482697336.6;4748174334.1;4787637005.5;5173760191.8;5471256594.7;8041362110.3;14718388489.2;GY
Haiti;273187199.8;271065999.8;281896799.8;294883399.8;325281199.7;353251799.7;368948599.7;369124199.7;367968799.7;391820399.7;331199999.7;362799999.7;371998971.9;466798975.0;565399296.7;681400000.1;879000000.2;947000000.2;974200000.2;1080600000.2;1383800000.3;1479400000.3;1474200000.3;1623600000.3;1816200000.2;2009400000.0;2318000000.0;2047200000.0;2613926800.0;2736243800.0;3096289800.0;3473562850.3;2257129873.7;1878253818.0;2167569095.1;2813313278.8;2907517543.4;3338949151.6;3723903723.6;4153725966.8;6813565983.2;6331970412.8;6205847137.0;5071947798.0;6087360734.6;7030149790.9;7638739123.6;9228637766.4;10432962724.6;11597002929.7;11859312627.2;13008746038.9;13708925402.9;14902488489.2;15146883647.3;14849629407.9;14069277532.5;15093357143.3;16403864522.1;15016090929.5;14508222518.3;20877414952.6;20253551884.6;HT
Honduras;335650000.0;356200000.0;387750000.0;410200000.0;457000000.0;508650000.0;549950000.0;598100000.0;646800000.0;668000050.0;723000000.0;731000000.0;802996336.5;912499493.8;1034500000.0;1124000000.0;1347999950.0;1669499950.0;3097242093.2;3544281976.3;3968160046.0;4043894878.6;4266503525.6;4476697184.9;4915311846.5;5278120712.5;5677828959.0;6190521241.5;5902717091.4;5432344901.7;4923009551.6;4648668478.6;4943700431.1;4926728933.0;4642280682.1;5347445005.2;5215028986.5;5737099650.2;6366340265.9;6414520529.6;7186638029.1;7651162302.3;7858255412.9;8230391346.7;8869299234.3;9757012696.6;10917477066.1;12361257680.6;13881731875.7;14587496229.2;15839344592.0;17710275685.4;18528554397.6;18499729214.9;19756533971.9;20979791685.4;21717604952.2;23136247990.6;24067750760.5;25089937021.5;23827859226.9;28488721680.9;31717699764.4;HN
Hong Kong SAR, China;1320796651.7;1383681651.1;1612346412.3;1935298266.5;2206466461.3;2435078534.0;2489845016.6;2692474989.1;2716964388.4;3189740055.1;3800766535.6;4476001946.0;5710090213.2;8030117555.6;9388695366.8;10048089558.1;12876366008.8;15719433719.4;18315136409.1;22526184533.2;28861857810.7;31055226088.7;32291215843.6;29907227184.2;33511383985.7;35699772165.7;41075396884.9;50622896162.6;59707404560.6;68790219178.0;76928784620.8;88959997899.9;104272507639.3;120354212475.0;135811771026.3;144652295363.7;159718183550.7;177353174849.7;168885443660.1;165768095391.6;171668891194.3;169404327616.6;166348866131.0;161385558801.8;169099768875.2;181569311742.2;193535442896.4;211596944503.8;219278749139.7;214047795659.0;228638668727.3;248513617677.3;262628865879.7;275696879835.0;291459995978.9;309385622601.3;320860317562.6;341273289534.5;361731070995.7;363074545072.4;344943149590.1;368911387845.4;359838583490.1;
Hungary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34753569692.9;38730585922.2;40124916940.6;43166678735.2;46425677734.1;46658755151.6;47296952928.8;48706787306.3;49073380173.7;47218405892.4;53749989092.0;67608919144.4;85285062818.0;104120820258.7;113211158292.9;115715618613.1;140186716681.4;158325614580.6;131069255620.6;132175349953.7;141942264554.5;128814279315.1;135684315697.7;141033843265.7;125174166987.4;128609822750.0;143112196040.3;160565642983.6;164020460331.7;157227094449.1;182090041757.3;177337436677.4;HU
Iceland;248434097.0;253885656.3;284916516.2;340061650.1;434267936.9;523694949.4;628893310.4;621225962.2;474399471.6;414709311.4;526704545.5;670251136.4;839652164.1;1154440253.0;1515190595.3;1406875081.3;1669488390.0;2208509076.3;2511826196.0;2853435053.9;3381419251.3;3492997010.0;3206626644.5;2765950335.7;2864441387.4;2984052356.6;3989622739.3;5520318404.6;6106635816.2;5672569449.1;6468736355.6;6909730288.2;7080981738.1;6218581531.6;6389460342.8;7123633418.2;7426082270.7;7569672925.3;8503693098.6;8982047589.5;9025660361.8;8234846804.6;9318395054.9;11429333037.8;13825302535.8;16852963067.0;17465318552.3;21652505596.8;18074622987.0;13154414219.2;13751161917.7;15221622925.9;14751508133.5;16125060515.3;17867662177.9;17517210519.1;20793168031.0;24728285177.5;26260850582.1;24681343649.3;21565767851.1;25595940169.6;28064529851.3;IS
India;37029883876.2;39232435784.0;42161481858.1;48421923459.1;56480289941.0;59554854575.8;45865462034.3;50134942204.0;53085455870.7;58447995017.3;62422483054.7;67351404351.8;71463193831.0;85515269585.4;99525899116.1;98472796456.9;102717164466.4;121486641441.3;137300295313.3;152991653793.8;186325345086.7;193491368445.6;200715624830.9;218262146413.2;212157645177.7;232511554840.4;248985994040.6;279033584092.2;296589670895.9;296042052944.7;320979026420.0;270105341879.2;288208070278.0;279295648982.5;327275583530.0;360281909643.5;392896866204.5;415867563592.8;421351317224.9;458820417337.8;468394937255.8;485441014538.6;514937948874.2;607699285436.0;709148514815.8;820381595510.6;940259888794.4;1216736438842.4;1198895139014.6;1341888016984.4;1675615519489.4;1823051829900.8;1827637590787.2;1856721507681.1;2039126479228.1;2103588360066.3;2294796885682.6;2651474262735.3;2702929641707.4;2835606256616.0;2671595405986.9;3150306839142.1;3416645826052.9;IN
Indonesia;;;;;;;;5667756627.9;7076465299.8;8337423312.9;9150684931.5;9333536369.9;10997590361.4;16273253012.0;25802409638.6;30463855421.7;37269156626.5;45808915662.7;51455719075.8;51400186342.9;72482337397.4;85518233419.0;90158449295.0;81052283383.7;84853700027.7;85289488375.4;79954072544.5;75929617557.8;84300174485.8;94451427876.7;106140727333.6;116621996217.1;128026966580.0;158006700301.5;176892143931.5;202132028723.1;227369679375.0;215748998609.6;95445547872.7;140001351215.5;165021012077.8;160446947784.9;195660611165.2;234772463823.8;256836875295.5;285868619196.1;364570515618.4;432216737774.9;510228634990.6;539580085616.5;755094157621.9;892969104563.2;917869913332.6;912524136718.0;890814755533.5;860854232686.2;931877364037.7;1015618744159.7;1042271532988.6;1119099871350.2;1059054842698.5;1186505455736.5;1319100220407.7;ID
Iran, Islamic Rep.;4199134389.9;4426949094.8;4693566416.5;4928628018.4;5379845647.7;6197319929.0;6789938671.8;7555383690.2;8623172959.9;9743089607.5;10976245153.6;13731802833.0;17153463263.1;27081698249.5;46209092072.1;51776222349.9;68055295080.8;80600122702.0;77994316621.5;90391877325.9;94362275580.0;100499312749.9;125948756439.5;156365156618.2;162276728619.5;180183629599.7;209094561833.5;134009995923.2;123057861333.9;120496362916.3;124813263926.2;;;63743623231.2;71841461172.2;96419225745.0;120403931883.3;113919163421.5;110276913362.4;113848450088.7;109591707801.4;126878750295.6;128626917504.4;153544751396.2;190043433963.9;226452138295.7;266298911663.7;349881601462.4;412336172443.8;416397025729.9;486807616876.7;626133112195.9;644035512181.5;492775566425.9;460382791480.4;408212917875.0;457954614593.7;486630147094.5;329691934144.5;283649531542.6;239735486745.7;359096907773.0;413493207349.3;
Iraq;1683918766.4;1831479827.4;1954399498.2;1978199488.7;2340239343.9;;;;2896598841.4;3007758796.9;3281318687.5;3865346534.7;4113848002.4;5134367778.1;11516762614.3;13458516762.6;17754825601.1;19838130714.5;23762275651.9;37816457839.5;52569000000.0;37823000000.0;42382333333.3;40712903225.8;46938387096.8;48425161290.3;47264516129.0;56774193548.4;62684516129.0;65831935483.9;180408064516.1;407796349.7;553671957.7;1031944881.1;3991349282.8;12894029888.1;10433698621.3;20764857056.4;20617405044.2;36881601583.8;48364250943.9;36176430128.8;32928454672.4;21921569478.8;36627901762.1;49954890353.3;65140147197.1;88837055195.3;131614433712.2;111657581662.4;138516722649.6;185749664444.4;218002481737.7;234637675128.6;228415656175.0;166774104959.1;166602488747.9;187217660050.7;227367469034.0;233636097800.3;180924091443.0;207691599310.3;264182173793.1;IQ
Ireland;1939329775.4;2088012282.4;2260349684.1;2430843768.4;2766608945.9;2945704143.0;3104034393.2;3343636773.4;3278584478.3;3787077343.7;4395995086.0;5098250287.5;6318060582.2;7481173065.8;7896860615.0;9483808362.4;9453756014.7;11248340431.4;14647996073.7;18319334300.5;21747855640.1;20670190138.2;21474752962.2;20766047763.5;20106648454.8;21270013325.6;28714571852.5;33920518492.5;37772896220.8;39238392677.8;49305632408.5;49787501584.5;55918538121.4;52417477613.7;57097656066.0;69139823232.3;75790786290.3;82856648758.4;90199410115.5;98893958262.6;100207610429.9;109346669229.7;128596035288.4;164670771259.6;194372115041.1;211876989655.9;232180617162.3;270079279419.5;275447471451.1;236443115853.7;221913560882.4;239170638711.3;225118718207.2;238112475390.8;259681883575.7;292364226871.8;298559265006.4;337241811320.9;386693357874.1;398933010007.4;428608687830.2;513391778882.9;533140011838.3;IE
Isle of Man;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;914762873.7;1023005862.8;1180968165.4;1382605389.3;1567402513.7;1563667799.6;1659131243.7;1947332921.7;2328658227.8;2822358473.2;3032409189.1;3422735301.7;4466353634.8;5928788780.6;5486918994.8;5920366628.3;6565668780.7;6690228489.4;7001180245.8;7708459145.0;7084795708.3;6846373276.6;6979791187.1;7491654051.1;7314966839.1;6684229268.5;;;IM
Israel;2598500000.0;3138500000.0;2510000000.0;2992333333.3;3405333333.3;3663333333.3;3980000000.0;4030000000.0;4619000000.0;5329333333.3;;;;;;;;;;;;;;;;;;;;;;;;;;104892955202.1;114505860826.5;118859377862.8;120056692192.3;120922937410.9;136035771711.7;134635822098.6;125060622862.9;131299915900.0;139973148371.3;147083996033.6;158670456932.5;184052121662.1;220531065217.4;211970040943.0;238364092298.0;266791854430.9;262282344091.8;297732778479.1;314330061977.3;303414276832.0;322102790386.8;358245427458.5;376691526553.3;402470513619.1;413267669231.5;488526545878.9;525002447652.8;IL
Italy;40385288344.2;44842760293.2;50383891899.0;57710743059.8;63175417019.0;67978153850.5;73654870011.3;81133120065.4;87942231678.4;97085082807.4;113395315985.1;124672365792.8;145260039840.6;175492055795.4;199564489431.4;227695851126.9;224717278436.8;257596313364.1;315058323066.4;393677161500.8;477256775943.9;430702851303.0;427272645669.3;443042373788.9;437887689001.5;452217492140.8;640386352773.1;805713128174.5;891608957155.6;928661332204.3;1181222653523.0;1246220156079.3;1320161644933.2;1064958075550.6;1099216688280.5;1174662070605.0;1312426527795.2;1241879604365.6;1270052525928.4;1252446659833.8;1146676894209.7;1168023426056.4;1276769338449.3;1577621707050.5;1806542968545.6;1858217147203.7;1949551719389.6;2213102482751.5;2408655348718.6;2199928804118.6;2136099955236.7;2294994296589.5;2086957656821.6;2141924094298.6;2162009615996.5;1836637711060.6;1877071687633.8;1961796197354.4;2091932426267.0;2011302198827.5;1897461635591.9;2155360298998.0;2049737165408.0;IT
Jamaica;699064380.4;748043500.8;777727688.9;826706669.3;897949000.8;972159611.1;1096759561.3;1148014310.8;1083839132.9;1191239047.0;1404720441.9;1539861815.9;1875146587.4;1905917553.2;2375122375.1;2860442750.4;2966042856.0;3249733139.7;2644527821.5;2425064229.0;2679379371.5;2979027966.5;3293496311.9;3619262277.5;2373564549.5;2100239018.8;2754549581.9;3287007321.6;3828342820.3;4404937853.4;4592208086.7;4106207649.1;3535460089.8;5440075675.7;5452558947.0;6577520642.8;7393891920.8;8400041723.5;8787195622.4;8887057997.4;9005064474.9;9194727831.1;9719009494.8;9430234810.8;10174664853.9;11243865777.7;11930179089.9;12799600047.2;13709401520.0;12120458114.8;13220549908.2;14444661522.1;14807086555.5;14264205152.6;13899217721.7;14188936958.4;14077096714.1;14808985171.3;15730792835.6;15830766570.7;13812421803.4;14657586127.0;17097760723.9;JM
Japan;44307342950.4;53508617739.4;60723018683.7;69498131797.3;81749006381.5;90950278257.8;105628070343.1;123781880217.6;146601072685.5;172204199480.9;217223652719.4;245364056622.4;324933841268.6;441460582535.9;490035789970.3;532861438884.7;598883902155.6;737069290927.7;1035611588216.6;1077910077676.4;1129377244854.0;1245221410764.2;1158731426905.9;1270859919742.9;1345824500836.8;1427019759717.4;2120083812109.9;2580748422781.1;3125724434400.8;3109455047823.9;3185904656663.9;3648065760648.9;3980702922117.7;4536940479038.3;4998797547741.0;5545563663889.7;4923391533851.6;4492448605638.9;4098362709531.2;4635982224063.9;4968359075956.6;4374711694090.9;4182846045873.6;4519561645253.5;4893116005656.6;4831467035389.8;4601663122649.9;4579750920354.8;5106679115127.3;5289493117993.9;5759071769013.1;6233147172341.4;6272362996105.0;5212328181166.2;4896994405353.3;4444930651964.2;5003677627544.2;4930837369151.4;5040880939324.9;5117993853016.5;5048789595589.4;5005536736792.3;4232173916086.7;JP
Jordan;;;;;;599759760.1;657999736.8;631679747.3;561119775.6;698879720.4;639519744.2;678159728.7;788479684.6;943783839.7;1197483948.7;1363073497.8;1708521219.5;2096778602.2;2602208589.0;3271368780.7;3910044474.3;4383944702.9;4681240992.7;4920692191.0;4967162160.4;4993601520.4;6402050484.9;6756209762.5;6277451829.1;4221373673.8;4160087507.8;4344467193.3;5310833193.6;5606400221.7;6236295978.2;6727597032.0;6927503526.1;7245839210.2;7912270803.9;8149929478.1;8460789844.9;8975814652.8;9582510578.3;10195627644.6;11411706629.1;12588998589.6;15056981664.3;17110437235.5;22658715989.3;24537876056.3;27133804225.4;29524149154.9;31634561690.1;34454440140.8;36847643521.1;38587017887.3;39892551126.8;41608435915.5;43370860704.2;44502816901.4;43700383098.6;46296100140.8;48653381780.6;JO
Kazakhstan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26932016269.6;24923076923.1;24917355371.9;23409260879.9;21250792886.1;20374302652.4;21035357936.9;22165932063.0;22135245507.4;16870817181.8;18291990662.0;22152689179.9;24636598527.4;30833692900.1;43151647002.6;57123671733.9;81003864630.0;104849915058.4;133441648852.0;115308686941.4;148047348240.6;192626464617.1;207998568865.8;236634603409.1;221415613595.5;184388404706.0;137278320084.2;166805788827.2;179339977690.5;181667184854.5;171082365861.4;197112255360.6;225496328925.5;KZ
Kenya;791265459.5;792959472.8;868111400.8;926589349.4;998759334.5;997919320.8;1164519674.2;1232559507.0;1353295458.7;1458379416.6;1603447358.6;1778391288.6;2107279157.1;2509001324.3;2969958812.0;3259345083.3;3474542391.7;4494378764.3;5303735110.6;6234391113.5;7265315820.2;6854491705.9;6431579357.0;5979198313.8;6191437070.2;6135034213.8;7239126568.1;7970820369.3;8355380879.1;8283114514.2;8572359038.2;8151488783.2;8209120763.0;5751786642.6;7148148564.0;9046320255.4;12045865396.1;13115764358.3;14093998843.7;12896010459.4;12705350097.8;12986007425.9;13147736898.5;14904517649.8;16095337093.8;18737895512.7;25825512284.3;31958195182.2;35895153327.8;42347217912.9;45405615063.8;46869473150.6;56396704671.6;61671440407.8;68285796514.3;70120446896.8;74815144163.9;82036510877.3;92202979985.3;100378436207.4;100657505750.5;109703658905.0;113420008178.8;KE
Kiribati;;;;;;;;;;;14295279.5;15278632.5;18936526.9;31710657.7;85637174.4;55083908.1;41110421.3;38746985.3;45212148.0;42618212.2;42129522.1;43667369.6;40573588.8;37837326.5;42123036.1;32125260.6;31417658.3;35709784.5;44534450.9;44282882.2;42933296.5;47516817.8;47736272.5;46920900.9;54834542.3;56336650.0;66517302.7;67538482.1;65333691.8;69034485.0;67253121.6;63099901.6;72197909.0;90231037.5;102370652.9;112136256.3;110237181.0;132674851.4;141045213.0;132421039.3;155305602.2;180672702.3;189629954.8;184543120.9;177868200.0;170292316.8;178507954.9;188540710.2;196501525.7;175181629.3;177553274.6;227610079.1;223353014.3;KI
